Year,Country,Region,Latitude,Longitude,Depth,Magnitud,Density,IDH,Ciudades,Death_Cat,Injuries_Cat,Damage_Cat,Density_Gpo,Death_Descripcion,Injurie_Descripcion,Damage_Descripcion
1994,INDONESIA,170,1.015,127.73299999999999,20.0,7.0,100,0.55,1,2,3,2,1,de 51 a 100 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1994,UGANDA,10,0.593,30.037,14.0,6.2,0,0.0,3,3,2,1,1,de 101 a 1000 decesos,de 51 a 100 lesionados,menos de $1 millón
1994,INDONESIA,60,-4.967,104.302,23.0,6.9,100,0.55,3,3,4,4,1,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1994,IRAN,140,30.853,60.596000000000004,6.0,6.1,33,0.616,1,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1994,IRAN,140,29.096,52.617,13.0,6.1,33,0.616,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1994,TAIWAN,30,24.511,121.905,11.0,6.4,0,0.0,4,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1994,BOLIVIA,160,-13.841,-67.553,631.0,8.2,0,0.0,2,2,3,2,1,de 51 a 100 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1994,IRAN,140,28.968000000000004,52.614,9.0,5.9,33,0.616,2,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1994,RUSSIA,50,43.773,147.321,14.0,8.3,9,0.703,2,3,2,4,1,de 101 a 1000 decesos,de 51 a 100 lesionados,mas de $25 millones
1994,INDONESIA,170,-1.258,127.98,17.0,6.8,100,0.55,1,2,3,2,1,de 51 a 100 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1994,PHILIPPINES,170,13.525,121.06700000000001,32.0,7.1,223,0.605,1,2,4,4,3,de 51 a 100 decesos,mas de 1000 lesionados,mas de $25 millones
1994,JAPAN,30,40.525,143.41899999999998,27.0,7.8,331,0.8370000000000001,1,3,4,4,4,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1995,JAPAN,30,34.583,135.018,22.0,6.9,332,0.8420000000000001,3,3,4,4,4,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1995,COLOMBIA,160,5.05,-72.916,17.0,6.5,0,0.0,3,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1995,COLOMBIA,160,4.104,-76.622,74.0,6.4,0,0.0,4,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1995,CYPRUS,130,35.046,32.279,10.0,5.9,0,0.0,4,3,2,2,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1995,RUSSIA,50,52.629,142.827,11.0,7.1,9,0.7020000000000001,3,4,4,4,1,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1995,GREECE,130,38.400999999999996,22.283,14.0,6.5,80,0.7759999999999999,2,3,4,4,1,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1995,CHINA,30,21.965999999999998,99.196,13.0,6.8,127,0.545,3,3,4,4,2,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1995,CHINA,30,36.427,103.12299999999999,13.0,5.6,127,0.545,5,1,3,4,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
1995,CHILE,160,-23.34,-70.294,46.0,8.0,19,0.728,3,4,3,4,1,mas de 1000 decesos,de 101 a 1000 lesionados,mas de $25 millones
1995,MEXICO,150,16.779,-98.59700000000001,23.0,7.4,47,0.677,4,2,4,4,1,de 51 a 100 decesos,mas de 1000 lesionados,mas de $25 millones
1995,TURKEY,140,38.063,30.134,33.0,6.4,79,0.611,2,2,4,2,1,de 51 a 100 decesos,mas de 1000 lesionados,de $1 a $5 millones
1995,ECUADOR,160,-2.75,-77.881,24.0,7.0,0,0.0,1,2,1,1,1,de 51 a 100 decesos,entre 1 y 50 lesionados,menos de $1 millón
1995,INDONESIA,60,-2.045,101.436,33.0,6.8,102,0.56,2,3,4,4,1,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1995,MEXICO,150,19.055,-104.205,33.0,8.0,47,0.677,3,4,4,4,1,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1995,CHINA,30,26.003,102.227,10.0,6.2,127,0.545,1,1,3,4,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
1995,EGYPT,15,28.826,34.799,10.0,7.2,0,0.0,4,4,4,2,1,mas de 1000 decesos,mas de 1000 lesionados,de $1 a $5 millones
1996,CHINA,30,27.291,100.27600000000001,11.0,6.6,128,0.5539999999999999,1,1,4,4,2,entre 1 y 50 decesos,mas de 1000 lesionados,mas de $25 millones
1996,INDONESIA,170,-0.8909999999999999,136.952,33.0,8.2,103,0.573,2,2,3,2,1,de 51 a 100 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1996,CHINA,40,39.993,76.696,28.0,6.3,128,0.5539999999999999,4,1,3,3,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1996,ECUADOR,160,-1.036,-78.737,33.0,5.9,0,0.0,4,4,3,1,1,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1996,CHINA,30,40.774,109.661,26.0,6.0,128,0.5539999999999999,3,1,3,3,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1996,PERU,160,-14.993,-75.675,33.0,7.7,19,0.6509999999999999,4,2,2,2,1,de 51 a 100 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1997,CHINA,40,39.474000000000004,76.998,33.0,5.9,129,0.563,1,1,3,3,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1997,IRAN,140,37.661,57.291000000000004,10.0,6.5,35,0.64,3,4,1,4,1,mas de 1000 decesos,entre 1 y 50 lesionados,mas de $25 millones
1997,PAKISTAN,60,29.976,68.208,33.0,7.1,0,0.0,2,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1997,IRAN,140,38.075,48.05,10.0,6.1,35,0.64,1,4,3,1,1,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1997,CHINA,40,39.422,76.839,22.0,5.6,129,0.563,3,1,3,3,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1997,CHINA,40,39.527,76.941,15.0,6.2,129,0.563,4,1,3,3,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1997,IRAN,140,33.825,59.809,10.0,7.2,35,0.64,2,4,1,4,1,mas de 1000 decesos,entre 1 y 50 lesionados,mas de $25 millones
1997,AFGHANISTAN,40,36.411,70.945,196.0,6.4,0,0.0,2,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1997,INDIA,60,23.083000000000002,80.041,36.0,5.8,304,0.474,1,2,3,4,3,de 51 a 100 decesos,de 101 a 1000 lesionados,mas de $25 millones
1997,VENEZUELA,90,10.597999999999999,-63.486000000000004,20.0,7.0,0,0.0,1,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1997,ITALY,130,43.083999999999996,12.812000000000001,10.0,6.0,0,0.0,2,3,2,1,1,de 101 a 1000 decesos,de 51 a 100 lesionados,menos de $1 millón
1997,INDONESIA,170,-3.7760000000000002,119.727,33.0,5.9,104,0.5870000000000001,2,4,3,1,2,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1997,CHILE,160,-30.933000000000003,-71.22,58.0,7.1,20,0.742,3,1,3,4,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
1997,INDIA,60,22.212,92.70200000000001,54.0,6.1,304,0.474,2,2,4,4,3,de 51 a 100 decesos,mas de 1000 lesionados,mas de $25 millones
1998,CHINA,30,41.083,114.5,30.0,5.7,130,0.5710000000000001,2,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1998,AFGHANISTAN,40,37.075,70.089,33.0,5.9,0,0.0,2,3,2,3,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $5 a $25 millones
1998,AFGHANISTAN,40,36.479,71.086,236.0,6.4,0,0.0,2,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1998,IRAN,140,30.154,57.605,9.0,6.6,36,0.647,3,4,1,4,1,mas de 1000 decesos,entre 1 y 50 lesionados,mas de $25 millones
1998,IRAN,140,32.457,59.976000000000006,33.0,5.8,36,0.647,2,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1998,BOLIVIA,160,-17.730999999999998,-65.431,24.0,6.6,0,0.0,2,4,3,2,1,mas de 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1998,AFGHANISTAN,40,37.106,70.11,33.0,6.6,0,0.0,2,3,2,3,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $5 a $25 millones
1998,TURKEY,140,36.878,35.306999999999995,33.0,6.3,84,0.64,2,4,3,1,1,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1998,AZORES (PORTUGAL),130,38.65,-28.625999999999998,10.0,6.2,0,0.0,3,3,2,1,1,de 101 a 1000 decesos,de 51 a 100 lesionados,menos de $1 millón
1998,TAIWAN,30,23.406999999999996,120.736,13.0,5.7,0,0.0,4,1,2,1,1,entre 1 y 50 decesos,de 51 a 100 lesionados,menos de $1 millón
1998,ECUADOR,160,-0.593,-80.393,33.0,7.2,0,0.0,2,4,3,2,1,mas de 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1998,CHINA,40,39.66,77.343,33.0,6.4,130,0.5710000000000001,1,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1998,SERBIA,130,44.208999999999996,20.08,10.0,5.5,0,0.0,3,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1998,IRAN,140,27.791,53.608000000000004,33.0,5.4,36,0.647,1,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1998,CHINA,30,27.308000000000003,101.029,33.0,5.6,130,0.5710000000000001,3,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1998,INDONESIA,170,-2.0709999999999997,124.891,33.0,7.7,105,0.586,3,2,3,2,2,de 51 a 100 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1999,COLOMBIA,160,4.461,-75.72399999999999,17.0,6.2,0,0.0,5,4,3,2,1,mas de 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1999,AFGHANISTAN,40,34.259,69.36399999999999,33.0,6.0,0,0.0,3,3,2,3,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $5 a $25 millones
1999,INDIA,60,30.511999999999997,79.403,15.0,6.6,316,0.489,3,2,4,4,4,de 51 a 100 decesos,mas de 1000 lesionados,mas de $25 millones
1999,PERU,160,-16.66,-72.66199999999999,87.0,6.8,20,0.677,2,1,3,4,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
1999,IRAN,140,29.500999999999998,51.88,33.0,6.2,36,0.652,1,4,3,1,1,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1999,AZERBAIJAN,40,40.802,47.448,33.0,5.4,0,0.0,3,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1999,MEXICO,150,18.386,-97.436,70.0,7.0,50,0.6990000000000001,5,1,4,4,1,entre 1 y 50 decesos,mas de 1000 lesionados,mas de $25 millones
1999,GUATEMALA,100,15.782,-88.33,10.0,6.7,0,0.0,2,3,1,3,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
1999,BANGLADESH,60,21.544,91.895,10.0,4.2,0,0.0,2,1,2,1,1,entre 1 y 50 decesos,de 51 a 100 lesionados,menos de $1 millón
1999,TURKEY,140,40.76,29.97,13.0,7.6,85,0.648,3,2,4,4,1,de 51 a 100 decesos,mas de 1000 lesionados,mas de $25 millones
1999,TURKEY,140,40.711,29.949,10.0,5.2,85,0.648,1,1,4,3,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1999,GREECE,130,38.119,23.605,10.0,6.0,82,0.797,1,3,4,4,1,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1999,TURKEY,140,40.709,30.045,13.0,5.8,85,0.648,1,1,4,3,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1999,TAIWAN,30,23.772,120.98200000000001,33.0,7.7,0,0.0,3,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1999,MEXICO,150,16.059,-96.931,61.0,7.5,50,0.6990000000000001,1,1,4,4,1,entre 1 y 50 decesos,mas de 1000 lesionados,mas de $25 millones
1999,TAIWAN,30,23.445,120.506,33.0,5.9,0,0.0,1,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1999,TURKEY,140,40.758,31.160999999999998,10.0,7.2,85,0.648,3,4,3,4,1,mas de 1000 decesos,de 101 a 1000 lesionados,mas de $25 millones
1999,CHINA,30,24.589000000000002,102.87200000000001,33.0,4.6,132,0.579,1,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1999,VANUATU,170,-16.423,168.21400000000003,33.0,7.5,0,0.0,1,4,3,2,1,mas de 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1999,TURKEY,140,40.358000000000004,42.346000000000004,19.0,5.7,85,0.648,2,1,4,3,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1999,PHILIPPINES,170,15.765999999999998,119.74,33.0,7.3,257,0.63,2,4,4,4,3,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1999,INDONESIA,60,-6.845,105.555,56.0,6.5,107,0.594,3,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1999,ALGERIA,15,35.321,-1.281,10.0,5.6,0,0.0,1,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
2000,CHINA,30,25.607,101.06299999999999,33.0,5.9,133,0.588,1,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2000,IRAN,140,35.288000000000004,58.218,33.0,5.3,37,0.6579999999999999,2,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
2000,INDONESIA,170,-1.105,123.573,26.0,7.6,108,0.603,4,2,3,4,2,de 51 a 100 decesos,de 101 a 1000 lesionados,mas de $25 millones
2000,TAIWAN,30,24.223000000000003,121.05799999999999,10.0,5.4,0,0.0,1,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
2000,INDONESIA,60,-4.721,102.087,33.0,7.9,108,0.603,2,3,4,4,2,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
2000,TURKEY,140,40.693000000000005,32.992,10.0,6.0,82,0.66,3,4,2,4,1,mas de 1000 decesos,de 51 a 100 lesionados,mas de $25 millones
2000,TAIWAN,30,23.843000000000004,121.225,33.0,6.4,0,0.0,1,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
2000,JAPAN,30,34.221,139.131,10.0,6.1,336,0.858,1,1,4,4,4,entre 1 y 50 decesos,mas de 1000 lesionados,mas de $25 millones
2000,NICARAGUA,100,11.884,-85.988,33.0,5.4,0,0.0,1,1,1,3,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
2000,CHINA,30,25.826,102.194,33.0,4.2,133,0.588,1,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2000,AZERBAIJAN,40,40.245,49.946000000000005,50.0,6.8,0,0.0,1,3,1,3,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
2000,TURKMENISTAN,40,39.566,54.799,30.0,7.0,0,0.0,1,3,2,3,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $5 a $25 millones
2000,TURKEY,140,38.457,31.351,10.0,6.0,82,0.66,1,4,2,4,1,mas de 1000 decesos,de 51 a 100 lesionados,mas de $25 millones
2001,EL SALVADOR,100,13.049000000000001,-88.66,60.0,7.7,0,0.0,1,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
2001,INDIA,60,23.419,70.232,16.0,7.7,327,0.499,4,3,4,4,4,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
2001,EL SALVADOR,100,13.671,-88.93799999999999,10.0,6.6,0,0.0,1,3,1,3,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
2001,CHINA,30,29.513,101.12899999999999,33.0,5.6,133,0.596,2,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2001,USA,150,47.148999999999994,-122.727,52.0,6.8,30,0.889,3,1,1,4,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,mas de $25 millones
2001,JAPAN,30,34.083,132.526,50.0,6.8,336,0.861,4,3,4,4,4,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
2001,CHINA,30,27.689,101.00299999999999,33.0,5.5,133,0.596,2,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2001,AFGHANISTAN,40,35.169000000000004,69.389,62.0,5.0,0,0.0,1,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
2001,PERU,160,-16.265,-73.641,33.0,8.4,21,0.687,4,2,2,4,1,de 51 a 100 decesos,de 51 a 100 lesionados,mas de $25 millones
2001,PERU,160,-17.543,-72.077,33.0,7.6,21,0.687,2,2,2,4,1,de 51 a 100 decesos,de 51 a 100 lesionados,mas de $25 millones
2001,PERU,160,-14.258,-72.683,33.0,5.8,21,0.687,1,1,1,4,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,mas de $25 millones
2001,CHINA,30,26.316,100.648,10.0,5.6,133,0.596,1,1,4,4,2,entre 1 y 50 decesos,mas de 1000 lesionados,mas de $25 millones
2002,TAJIKISTAN,40,38.673,69.902,33.0,5.3,0,0.0,1,1,1,3,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
2002,TURKEY,140,38.573,31.271,5.0,6.5,85,0.677,1,1,3,4,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
2002,IRAN,140,28.093000000000004,51.755,33.0,5.4,38,0.67,1,1,4,2,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $1 a $5 millones
2002,AFGHANISTAN,40,36.501999999999995,70.482,226.0,7.4,0,0.0,3,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
2002,PHILIPPINES,170,6.0329999999999995,124.249,31.0,7.5,268,0.638,1,4,4,4,3,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
2002,AFGHANISTAN,40,36.062,69.315,8.0,6.1,0,0.0,2,4,3,3,1,mas de 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
2002,TAIWAN,30,24.279,122.179,33.0,7.1,0,0.0,1,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
2002,TAJIKISTAN,40,39.959,69.417,10.0,5.9,0,0.0,2,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
2002,SERBIA,130,42.43600000000001,21.465999999999998,10.0,5.7,0,0.0,2,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
2002,IRAN,140,34.641999999999996,47.4,33.0,5.4,38,0.67,1,1,4,2,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $1 a $5 millones
2002,GEORGIA,40,41.765,44.96,10.0,4.3,0,0.0,1,1,2,1,1,entre 1 y 50 decesos,de 51 a 100 lesionados,menos de $1 millón
2002,IRAN,140,35.626,49.047,10.0,6.5,38,0.67,1,4,3,4,1,mas de 1000 decesos,de 101 a 1000 lesionados,mas de $25 millones
2002,ITALY,130,38.381,13.700999999999999,5.0,6.0,0,0.0,1,4,3,1,1,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
2002,PAPUA NEW GUINEA,170,-3.26,142.94,13.0,7.6,0,0.0,3,2,2,3,1,de 51 a 100 decesos,de 51 a 100 lesionados,de $5 a $25 millones
2002,INDONESIA,170,-1.757,134.297,10.0,7.6,111,0.615,3,2,3,3,2,de 51 a 100 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
2002,ITALY,130,41.788999999999994,14.872,10.0,5.7,0,0.0,2,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
2002,PAKISTAN,60,35.516999999999996,74.654,33.0,5.4,0,0.0,1,1,1,3,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
2002,INDONESIA,60,2.824,96.085,30.0,7.3,111,0.615,1,3,4,4,2,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
2002,PAKISTAN,60,35.414,74.515,33.0,6.3,0,0.0,3,3,2,3,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $5 a $25 millones
2003,MEXICO,150,18.77,-104.104,24.0,7.5,52,0.722,4,4,4,4,1,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
2003,TURKEY,140,39.5,39.878,10.0,6.1,86,0.684,2,4,2,4,1,mas de 1000 decesos,de 51 a 100 lesionados,mas de $25 millones
2003,CHINA,40,39.61,77.23,11.0,6.3,135,0.618,1,1,3,3,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
2003,INDONESIA,60,-8.294,120.743,33.0,6.5,113,0.622,1,1,4,2,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $1 a $5 millones
2003,TURKEY,140,39.007,40.464,10.0,6.4,86,0.684,1,4,3,4,1,mas de 1000 decesos,de 101 a 1000 lesionados,mas de $25 millones
2003,CHINA,40,39.43,77.219,10.0,5.8,135,0.618,1,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2003,ALGERIA,15,36.964,3.634,12.0,6.8,0,0.0,4,4,4,2,1,mas de 1000 decesos,mas de 1000 lesionados,de $1 a $5 millones
2003,INDONESIA,170,2.354,128.855,31.0,7.0,113,0.622,3,4,3,2,2,mas de 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
2003,ALGERIA,15,36.939,3.5780000000000003,8.0,5.7,0,0.0,3,1,3,3,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
2003,IRAN,140,28.355,54.169,10.0,5.8,39,0.677,1,1,4,3,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2003,CHINA,30,25.975,101.29,10.0,5.9,135,0.618,1,1,4,4,2,entre 1 y 50 decesos,mas de 1000 lesionados,mas de $25 millones
2003,BANGLADESH,60,22.854,92.306,10.0,5.7,0,0.0,1,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
2003,CHINA,30,43.77,119.64299999999999,24.0,5.4,135,0.618,2,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2003,DOMINICAN REPUBLIC,90,19.777,-70.673,10.0,6.4,0,0.0,2,3,2,3,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $5 a $25 millones
2003,RUSSIA,40,50.038000000000004,87.81299999999999,16.0,7.3,8,0.742,4,3,1,4,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,mas de $25 millones
2003,CHINA,30,25.954,101.25399999999999,33.0,5.6,135,0.618,1,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2003,CHINA,30,38.4,100.95100000000001,10.0,5.8,135,0.618,2,1,4,4,2,entre 1 y 50 decesos,mas de 1000 lesionados,mas de $25 millones
2003,CHINA,30,34.711999999999996,103.834,10.0,5.1,135,0.618,3,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2003,CHINA,30,27.372,103.971,33.0,5.6,135,0.618,2,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2003,PHILIPPINES,170,12.025,125.416,35.0,6.5,273,0.642,1,4,4,4,3,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
2003,CHINA,40,42.905,80.515,10.0,6.0,135,0.618,1,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2003,IRAN,140,31.953000000000003,49.208999999999996,33.0,5.0,39,0.677,1,0,4,4,1,Ninguno,mas de 1000 lesionados,mas de $25 millones
2003,USA,150,35.705999999999996,-121.102,8.0,6.6,30,0.894,3,1,1,4,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,mas de $25 millones
2003,PANAMA,100,8.416,-82.824,33.0,6.5,0,0.0,1,3,1,1,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,menos de $1 millón
2003,IRAN,140,28.995,58.31100000000001,10.0,6.6,39,0.677,2,4,3,4,1,mas de 1000 decesos,de 101 a 1000 lesionados,mas de $25 millones
2004,INDONESIA,60,-8.31,115.788,45.0,5.8,114,0.628,2,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2004,INDONESIA,170,-3.615,135.53799999999998,17.0,7.0,114,0.628,1,1,3,2,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
2004,PAKISTAN,60,34.774,73.21600000000001,11.0,5.4,0,0.0,3,1,1,3,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
2004,INDONESIA,60,-0.466,100.655,56.0,5.1,114,0.628,1,1,4,3,2,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
2004,MOROCCO,15,35.141999999999996,-3.997,0.0,6.4,0,0.0,3,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
2004,TURKEY,140,39.93,40.812,19.71590909090909,5.6,87,0.69,1,1,4,4,1,entre 1 y 50 decesos,mas de 1000 lesionados,mas de $25 millones
2004,TAIWAN,30,24.081,121.611,45.0,5.2,0,0.0,1,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
2004,PAKISTAN,60,30.125999999999998,67.12100000000001,10.0,4.5,0,0.0,1,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
2004,IRAN,140,36.29,51.61,17.0,6.3,39,0.6779999999999999,3,1,3,4,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
2004,SLOVENIA,130,46.29600000000001,13.640999999999998,8.0,5.2,0,0.0,2,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
2004,NEW ZEALAND,170,-38.0,176.51,5.0,5.4,0,0.0,2,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
2004,AFGHANISTAN,40,33.426,69.524,10.0,5.2,0,0.0,1,1,1,3,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
2004,TURKEY,140,39.634,43.966,5.0,4.0,87,0.69,1,1,4,3,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
